,title,description,word_timestamp,url
1203,Quadratic unconstrained binary optimization,"problem with a wide range of applications from finance and economics to machine learning. QUBO is an NP hard problem, and for many classical problems from theoretical","7 KB (1,262 words) - 15:33, 30 April 2021",https://en.wikipedia.org/wiki/Quadratic_unconstrained_binary_optimization
1204,Splunk,"business and web analytics. Recently, Splunk has also begun developing machine learning and data solutions for BizOps. Michael Baum, Rob Das and Erik Swan","33 KB (2,838 words) - 22:13, 3 May 2021",https://en.wikipedia.org/wiki/Splunk
1205,Preference learning,"Preference learning is a subfield in machine learning, which is a classification method based on observed preference information. In the view of supervised","9 KB (1,155 words) - 17:32, 13 January 2021",https://en.wikipedia.org/wiki/Preference_learning
1206,Neural network Gaussian process,uncertainty in a model's predictions. Deep learning and artificial neural networks are approaches used in machine learning to build computational models which,"20 KB (2,907 words) - 02:16, 13 December 2020",https://en.wikipedia.org/wiki/Neural_network_Gaussian_process
1207,Google Photos,"birthdays, buildings, animals, food, and more. Different forms of machine learning in the Photos service allow recognition of photo contents, automatically","34 KB (3,654 words) - 01:23, 22 April 2021",https://en.wikipedia.org/wiki/Google_Photos
1208,Daniela Witten,the University of Washington. Her research investigates the use of machine learning to understand high-dimensional data. Witten studied mathematics and,"15 KB (1,255 words) - 16:09, 16 January 2021",https://en.wikipedia.org/wiki/Daniela_Witten
1209,Google Sheets,"regulates what users can do. Updates have introduced features using machine learning, including ""Explore"", offering answers based on natural language questions","20 KB (2,020 words) - 17:42, 27 April 2021",https://en.wikipedia.org/wiki/Google_Sheets
1210,Neural machine translation, Deep learning applications appeared first in speech recognition in the 1990s. The first scientific paper on using neural networks in machine translation,"8 KB (828 words) - 13:54, 16 April 2021",https://en.wikipedia.org/wiki/Neural_machine_translation
1211,Rademacher complexity,"In computational learning theory (machine learning and theory of computation), Rademacher complexity, named after Hans Rademacher, measures richness of","12 KB (2,427 words) - 15:45, 28 March 2021",https://en.wikipedia.org/wiki/Rademacher_complexity
1212,DeepMind,"combine ""the best techniques from machine learning and systems neuroscience to build powerful general-purpose learning algorithms"". Google Research released","50 KB (4,855 words) - 15:25, 29 March 2021",https://en.wikipedia.org/wiki/DeepMind
1213,Machine ethics,in machine learning. The World Economic Forum's recommendations are as follows: Active Inclusion: the development and design of machine learning applications,"36 KB (4,138 words) - 15:05, 16 April 2021",https://en.wikipedia.org/wiki/Machine_ethics
1214,Concept drift,"In predictive analytics and machine learning, the concept drift means that the statistical properties of the target variable, which the model is trying","17 KB (1,893 words) - 16:40, 21 December 2020",https://en.wikipedia.org/wiki/Concept_drift
1215,Amazon Mechanical Turk,wage. Supervised Machine Learning algorithms require large amounts of human-annotated data to be trained successfully. Machine learning researchers have,"32 KB (3,642 words) - 02:29, 13 April 2021",https://en.wikipedia.org/wiki/Amazon_Mechanical_Turk
1216,History of natural language processing,"linguistics that underlies the machine-learning approach to language processing. Some of the earliest-used machine learning algorithms, such as decision","11 KB (1,204 words) - 20:25, 16 March 2021",https://en.wikipedia.org/wiki/History_of_natural_language_processing
1217,Multi-task learning,"Multi-task learning (MTL) is a subfield of machine learning in which multiple learning tasks are solved at the same time, while exploiting commonalities","30 KB (4,669 words) - 15:23, 30 April 2021",https://en.wikipedia.org/wiki/Multi-task_learning
1218,Pythia (machine learning),"Sommerschield, Thea; Prag, Jonathan (2019). ""Restoring ancient text using deep learning: a case study on Greek epigraphy"". Proceedings of the 2019 Conference on","3 KB (302 words) - 13:53, 21 February 2021",https://en.wikipedia.org/wiki/Pythia_(machine_learning)
1219,Nest Thermostat,self-learning Wi-Fi-enabled thermostat that optimizes heating and cooling of homes and businesses to conserve energy. The device is based on a machine learning,"21 KB (2,039 words) - 00:34, 25 April 2021",https://en.wikipedia.org/wiki/Nest_Thermostat
1220,Proper orthogonal decomposition,"simulation data. To this extent, it can be associated with the field of machine learning. The main use of POD is to decompose a physical field (like Pressure","5 KB (671 words) - 22:11, 12 January 2021",https://en.wikipedia.org/wiki/Proper_orthogonal_decomposition
1221,Data pre-processing,"""garbage in, garbage out"" is particularly applicable to data mining and machine learning projects. Data-gathering methods are often loosely controlled, resulting","9 KB (1,048 words) - 03:05, 7 April 2021",https://en.wikipedia.org/wiki/Data_pre-processing
1222,Polynomial kernel,"In machine learning, the polynomial kernel is a kernel function commonly used with support vector machines (SVMs) and other kernelized models, that represents","6 KB (818 words) - 03:44, 2 October 2019",https://en.wikipedia.org/wiki/Polynomial_kernel
1223,Confusion matrix,"In the field of machine learning and specifically the problem of statistical classification, a confusion matrix, also known as an error matrix, is a specific","6 KB (1,016 words) - 07:58, 24 April 2021",https://en.wikipedia.org/wiki/Confusion_matrix
1224,Ilya Sutskever,in machine learning and currently serving as the Chief scientist of OpenAI. He has made several major contributions to the field of deep learning. He,"5 KB (387 words) - 20:26, 20 March 2021",https://en.wikipedia.org/wiki/Ilya_Sutskever
1225,Positive-definite kernel,"equations, boundary-value problems for partial differential equations, machine learning, embedding problem, information theory, and other areas. This article","22 KB (4,298 words) - 15:27, 14 December 2020",https://en.wikipedia.org/wiki/Positive-definite_kernel
1226,Darktrace, Its Enterprise Immune System technology uses AI and unsupervised machine learning to autonomously detect and take action against cyber-threats across,"8 KB (782 words) - 16:06, 3 May 2021",https://en.wikipedia.org/wiki/Darktrace
1227,Monte Carlo tree search,as well as a milestone in machine learning as it uses Monte Carlo tree search with artificial neural networks (a deep learning method) for policy (move,"36 KB (4,403 words) - 20:14, 27 April 2021",https://en.wikipedia.org/wiki/Monte_Carlo_tree_search
1228,Quantile regression,"empirical likelihood. Beyond simple linear regression, there are several machine learning methods that can be extended to quantile regression. A switch from","23 KB (3,299 words) - 01:15, 8 April 2021",https://en.wikipedia.org/wiki/Quantile_regression
1229,Multi-label classification,"In machine learning, multi-label classification and the strongly related problem of multi-output classification are variants of the classification problem","21 KB (2,787 words) - 15:56, 8 December 2020",https://en.wikipedia.org/wiki/Multi-label_classification
1230,Mila (research institute),"Montreal Institute for Learning Algorithms) is a research institute in Montreal, Quebec, focusing mainly on machine learning research. Approximately","5 KB (498 words) - 17:13, 8 April 2021",https://en.wikipedia.org/wiki/Mila_(research_institute)
1231,Circled dot,"out of the page In mathematics, especially in literature related to machine learning, it is used to denote element-wise multiplication The Lost Symbol -","3 KB (390 words) - 17:16, 8 April 2021",https://en.wikipedia.org/wiki/Circled_dot
1232,Learning analytics,"the fields of artificial intelligence (AI), statistical analysis, machine learning, and business intelligence offer an additional narrative, the main","59 KB (6,253 words) - 15:14, 30 April 2021",https://en.wikipedia.org/wiki/Learning_analytics
1233,VITAL (machine learning software),"Tool for Advancing Life Sciences) was a Board Management Software machine learning proprietary software developed by Aging Analytics, a company registered","19 KB (1,925 words) - 13:32, 26 January 2021",https://en.wikipedia.org/wiki/VITAL_(machine_learning_software)
1234,Artificial Intelligence for IT Operations,(AIOps) is a term coined by Gartner in 2016 as an industry category for machine learning analytics technology that enhances IT operations analytics. AIOps is,"5 KB (514 words) - 21:21, 10 April 2021",https://en.wikipedia.org/wiki/Artificial_Intelligence_for_IT_Operations
1235,Appen (company),code APX. Appen provides or improves data used for the development of machine learning and artificial intelligence products. Data types include speech and,"12 KB (1,028 words) - 14:47, 9 April 2021",https://en.wikipedia.org/wiki/Appen_(company)
1236,Data lake,"for tasks such as reporting, visualization, advanced analytics and machine learning. A data lake can include structured data from relational databases","9 KB (1,029 words) - 01:04, 19 January 2021",https://en.wikipedia.org/wiki/Data_lake
1237,Python (programming language),Databases Documentation Graphical user interfaces Image processing Machine learning Mobile App Multimedia Computer Networking Scientific computing System,"112 KB (9,948 words) - 03:29, 4 May 2021",https://en.wikipedia.org/wiki/Python_(programming_language)
1238,Microsoft SQL Server,"them. The SQL Server Machine Learning services operates within the SQL server instance, allowing people to do machine learning and data analytics without","57 KB (6,707 words) - 03:17, 17 April 2021",https://en.wikipedia.org/wiki/Microsoft_SQL_Server
1239,Bayesian optimization,"including learning to rank, computer graphics and visual design, robotics, sensor networks, automatic algorithm configuration, automatic machine learning toolboxes","12 KB (1,315 words) - 20:55, 21 April 2021",https://en.wikipedia.org/wiki/Bayesian_optimization
1240,Ordinal regression,"as well as in information retrieval. In machine learning, ordinal regression may also be called ranking learning. Ordinal regression can be performed using","10 KB (1,320 words) - 09:50, 4 January 2021",https://en.wikipedia.org/wiki/Ordinal_regression
1241,Principal component analysis,"Proprietary software; for example, see Scikit-learn – Python library for machine learning which contains PCA, Probabilistic PCA, Kernel PCA, Sparse PCA and other","90 KB (11,470 words) - 06:54, 3 May 2021",https://en.wikipedia.org/wiki/Principal_component_analysis
1242,Google Neural Machine Translation,"example-based (EBMT) machine translation method in which the system ""learns from millions of examples"". GNMT's proposed architecture of system learning was first","17 KB (1,422 words) - 20:53, 3 May 2021",https://en.wikipedia.org/wiki/Google_Neural_Machine_Translation
1243,Iris flower data set,for many statistical classification techniques in machine learning such as support vector machines. The use of this data set in cluster analysis however,"17 KB (865 words) - 05:08, 25 February 2021",https://en.wikipedia.org/wiki/Iris_flower_data_set
1244,Concept learning,"that do not contain concept-relevant features. In a concept learning task, a human or machine learner is trained to classify objects by being shown a set","31 KB (4,093 words) - 02:34, 14 March 2021",https://en.wikipedia.org/wiki/Concept_learning
1245,Augmented Analytics,Analytics is an approach of data analytics that employs the use of machine learning and natural language processing to automate analysis processes normally,"7 KB (667 words) - 13:25, 7 April 2021",https://en.wikipedia.org/wiki/Augmented_Analytics
1246,Brain–computer interface, studies in human-computer interaction through the application of machine learning with statistical temporal features extracted from the frontal lobe,"128 KB (15,929 words) - 04:38, 28 April 2021",https://en.wikipedia.org/wiki/Brain%E2%80%93computer_interface
1247,Learning management system,"training programs, or learning and development programs. The learning management system concept emerged directly from e-Learning. Although the first LMS","22 KB (2,594 words) - 12:19, 9 April 2021",https://en.wikipedia.org/wiki/Learning_management_system
1248,Graphcore,for AI and machine learning. It aims to make a massively parallel Intelligence Processing Unit (IPU) that holds the complete machine learning model inside,"8 KB (777 words) - 21:40, 30 April 2021",https://en.wikipedia.org/wiki/Graphcore
1249,Yaser Abu-Mostafa,and Chairman of Machine Learning Consultants LLC. He is known for his research and educational activities in the area of machine learning. Abu-Mostafa studied,"3 KB (192 words) - 21:25, 14 January 2021",https://en.wikipedia.org/wiki/Yaser_Abu-Mostafa
1250,List of Apache Software Foundation projects,"MADlib: Scalable, Big Data, SQL-driven machine learning framework for Data Scientists Mahout: machine learning and data mining solution. Mahout ManifoldCF:","39 KB (4,460 words) - 10:59, 13 April 2021",https://en.wikipedia.org/wiki/List_of_Apache_Software_Foundation_projects
1251,Suchi Saria,"Suchi Saria is an Associate Professor of Machine Learning and Healthcare at Johns Hopkins University, where she uses big data to improve patient outcomes","12 KB (1,103 words) - 01:48, 26 April 2021",https://en.wikipedia.org/wiki/Suchi_Saria
1252,Triplet loss,Triplet loss is a loss function for machine learning algorithms where a baseline (anchor) input is compared to a positive (truthy) input and a negative,"6 KB (879 words) - 12:43, 24 February 2021",https://en.wikipedia.org/wiki/Triplet_loss
1253,No free lunch theorem,"Optimization"". Wolpert had previously derived no free lunch theorems for machine learning (statistical inference). In 2005, Wolpert and Macready themselves indicated","12 KB (1,719 words) - 18:39, 5 September 2020",https://en.wikipedia.org/wiki/No_free_lunch_theorem
1254,Self-learning,"Self-learning can refer to: Autodidacticism Learning theory (education) Night self-learning Unsupervised learning, a kind of machine learning This disambiguation","387 bytes (51 words) - 21:50, 23 October 2019",https://en.wikipedia.org/wiki/Self-learning
1255,Max Welling,"Max Welling (born 1968) is a Dutch computer scientist in machine learning at the University of Amsterdam. In August 2017, the university spin-off, “Scyfer","3 KB (173 words) - 21:08, 10 January 2021",https://en.wikipedia.org/wiki/Max_Welling
1256,Unity (game engine),"reality business"". Unity Machine Learning Agents is open-source software whereby the Unity platform connects to machine learning programs, including Google's","52 KB (4,212 words) - 15:36, 1 May 2021",https://en.wikipedia.org/wiki/Unity_(game_engine)
1257,Knowledge extraction,"eu/resources/publications/cerbah-learning-highly-structured-semantic-repositories-from-relational-databases.pdf Archived 2011-07-20 at the Wayback Machine Wimalasuriya,","53 KB (4,319 words) - 23:07, 4 March 2021",https://en.wikipedia.org/wiki/Knowledge_extraction
1258,XGBoost,of machine learning competitions. XGBoost initially started as a research project by Tianqi Chen as part of the Distributed (Deep) Machine Learning Community,"8 KB (578 words) - 07:52, 20 April 2021",https://en.wikipedia.org/wiki/XGBoost
1259,List of free and open-source software packages,List of open-source machine learning software See Data Mining below See R programming language – packages of statistical learning and analysis tools TREX,"36 KB (3,067 words) - 08:54, 30 April 2021",https://en.wikipedia.org/wiki/List_of_free_and_open-source_software_packages
1260,Version space learning,"Version space learning is a logical approach to machine learning, specifically binary classification. Version space learning algorithms search a predefined","7 KB (842 words) - 20:53, 14 January 2021",https://en.wikipedia.org/wiki/Version_space_learning
1261,Mean shift,using adaptive window size. Variants of the algorithm can be found in machine learning and image processing packages: ELKI. Java data mining tool with many,"13 KB (1,932 words) - 14:56, 5 December 2020",https://en.wikipedia.org/wiki/Mean_shift
1262,Label propagation algorithm,Label propagation is a semi-supervised machine learning algorithm that assigns labels to previously unlabeled data points. At the start of the algorithm,"4 KB (454 words) - 03:17, 11 July 2020",https://en.wikipedia.org/wiki/Label_propagation_algorithm
1263,Vanishing gradient problem,"In machine learning, the vanishing gradient problem is encountered when training artificial neural networks with gradient-based learning methods and backpropagation","13 KB (1,413 words) - 20:48, 11 February 2021",https://en.wikipedia.org/wiki/Vanishing_gradient_problem
1264,Model-free (reinforcement learning),"In reinforcement learning (RL), a model-free algorithm (as opposed to a model-based one) is an algorithm which does not use the transition probability","3 KB (126 words) - 11:14, 28 February 2021",https://en.wikipedia.org/wiki/Model-free_(reinforcement_learning)
1265,Internet of things,"to the convergence of multiple technologies, real-time analytics, machine learning, commodity sensors, and embedded systems. Traditional fields of embedded","152 KB (16,445 words) - 16:46, 3 May 2021",https://en.wikipedia.org/wiki/Internet_of_things
1266,Bigo Live,BIGO Technology has developed proprietary artificial intelligence and machine learning that is integrated into the application. The AI features are used to,"9 KB (906 words) - 18:18, 23 April 2021",https://en.wikipedia.org/wiki/Bigo_Live
1267,K-nearest neighbors algorithm,"(PDF), Proceedings of the 26th Annual International Conference on Machine Learning (published June 2009), pp. 1–8, doi:10.1145/1553374.1553494, ISBN 9781605585161","30 KB (4,214 words) - 09:27, 20 April 2021",https://en.wikipedia.org/wiki/K-nearest_neighbors_algorithm
1268,Catboost,"boosting machine learning library"". TechCrunch. Retrieved 2020-08-30. Yegulalp, Serdar (2017-07-18). ""Yandex open sources CatBoost machine learning library""","6 KB (309 words) - 01:40, 19 February 2021",https://en.wikipedia.org/wiki/Catboost
1269,OpenNN,"OpenMP, in order to increase computer performance. OpenNN contains machine learning algorithms as a bundle of functions. These can be embedded in other","5 KB (433 words) - 00:15, 23 January 2021",https://en.wikipedia.org/wiki/OpenNN
1270,ID3 algorithm,"the precursor to the C4.5 algorithm, and is typically used in the machine learning and natural language processing domains. The ID3 algorithm begins with","11 KB (1,494 words) - 13:16, 24 February 2021",https://en.wikipedia.org/wiki/ID3_algorithm
1271,Language acquisition,"on statistical machine translation. Language acquisition can be modeled as a machine learning process, which may be based on learning semantic parsers","89 KB (11,004 words) - 17:29, 21 April 2021",https://en.wikipedia.org/wiki/Language_acquisition
1272,Russell Greiner,in Machine Learning and Bioinformatics. Professor Greiner is one of the principal investigators at the Alberta Innovates Centre for Machine Learning (AICML),"2 KB (142 words) - 05:17, 13 December 2019",https://en.wikipedia.org/wiki/Russell_Greiner
1273,Feature engineering,improve the performance of machine learning algorithms. Feature engineering can be considered as applied machine learning itself. A feature is an attribute,"12 KB (1,374 words) - 23:29, 15 April 2021",https://en.wikipedia.org/wiki/Feature_engineering
1274,BigQuery,(PaaS) that supports querying using ANSI SQL. It also has built-in machine learning capabilities. BigQuery was announced in May 2010 and made generally,"4 KB (309 words) - 14:29, 10 April 2021",https://en.wikipedia.org/wiki/BigQuery
1275,Ian Goodfellow,"1986) is a researcher working in machine learning, currently employed at Apple Inc. as its director of machine learning in the Special Projects Group. He","7 KB (448 words) - 10:35, 20 April 2021",https://en.wikipedia.org/wiki/Ian_Goodfellow
1276,List of artificial intelligence projects,"processing, speech recognition, machine vision, probabilistic logic, planning, reasoning, many forms of machine learning) into an AI assistant that learns","12 KB (1,290 words) - 20:38, 27 March 2021",https://en.wikipedia.org/wiki/List_of_artificial_intelligence_projects
1277,Google Slides,"regulates what users can do. Updates have introduced features using machine learning, including ""Explore"", offering suggested layouts and images for presentations","18 KB (1,785 words) - 00:03, 29 April 2021",https://en.wikipedia.org/wiki/Google_Slides
1278,Michael I. Jordan,"and researcher in machine learning, statistics, and artificial intelligence. He is one of the leading figures in machine learning, and in 2016 Science","11 KB (865 words) - 11:52, 23 February 2021",https://en.wikipedia.org/wiki/Michael_I._Jordan
1279,Computational linguistics,"by machine learning, traditionally using statistical methods, since the mid-2010s by neural networks: Socher et al. (2012) was an early Deep Learning tutorial","41 KB (4,880 words) - 15:58, 26 April 2021",https://en.wikipedia.org/wiki/Computational_linguistics
1280,Apache Spark,"the class of iterative algorithms are the training algorithms for machine learning systems, which formed the initial impetus for developing Apache Spark","28 KB (2,583 words) - 11:35, 23 April 2021",https://en.wikipedia.org/wiki/Apache_Spark
1281,Scikit-learn,(formerly scikits.learn and also known as sklearn) is a free software machine learning library for the Python programming language. It features various classification,"8 KB (638 words) - 17:18, 18 April 2021",https://en.wikipedia.org/wiki/Scikit-learn
1282,Error-driven learning,Error-driven learning is a sub-area of machine learning concerned with how an agent ought to take actions in an environment so as to minimize some error,"360 bytes (40 words) - 01:14, 6 January 2013",https://en.wikipedia.org/wiki/Error-driven_learning
1283,Algorithms of Oppression,"2018 book by Safiya Umoja Noble in the fields of information science, machine learning, and human-computer interaction. Algorithms of Oppression is a text","17 KB (2,069 words) - 14:38, 6 April 2021",https://en.wikipedia.org/wiki/Algorithms_of_Oppression
1284,Google Calendar,"occasions. Over time, Google has added functionality that makes use of machine learning, including ""Events from Gmail"", where event information from a user's","20 KB (2,287 words) - 22:37, 5 April 2021",https://en.wikipedia.org/wiki/Google_Calendar
1285,Outline of artificial intelligence,Knowledge representation – Semantic Web – Machine learning – Constrained Conditional Models – Deep learning – Neural modeling fields – Natural language,"35 KB (3,666 words) - 08:35, 18 April 2021",https://en.wikipedia.org/wiki/Outline_of_artificial_intelligence
1286,Data exploration,"in the field of machine learning. This is a relatively new field and is still evolving. As its most basic level, a machine-learning algorithm can be","5 KB (599 words) - 22:11, 7 September 2020",https://en.wikipedia.org/wiki/Data_exploration
1287,Curse of dimensionality,"occur in domains such as numerical analysis, sampling, combinatorics, machine learning, data mining and databases. The common theme of these problems is that","23 KB (3,024 words) - 02:10, 27 February 2021",https://en.wikipedia.org/wiki/Curse_of_dimensionality
1288,Neil Lawrence,"Neil David Lawrence is the DeepMind Professor of Machine Learning at the University of Cambridge in the Department of Computer Science and Technology,","9 KB (747 words) - 21:21, 31 March 2021",https://en.wikipedia.org/wiki/Neil_Lawrence
1289,Big data,"data as follows: Techniques for analyzing data, such as A/B testing, machine learning, and natural language processing Big data technologies, like business","119 KB (13,373 words) - 20:04, 3 May 2021",https://en.wikipedia.org/wiki/Big_data
1290,Elastic net regularization,"where the elastic net method has been applied are: Support vector machine Metric learning Portfolio optimization Cancer prognosis In late 2014, it was proven","11 KB (1,369 words) - 13:00, 19 March 2021",https://en.wikipedia.org/wiki/Elastic_net_regularization
1291,Shattered set,the study of empirical processes as well as in statistical computational learning theory. Suppose A is a set and C is a class of sets. The class C shatters,"6 KB (1,051 words) - 14:30, 6 September 2020",https://en.wikipedia.org/wiki/Shattered_set
1292,Observational learning,"Observational learning is learning that occurs through observing the behavior of others. It is a form of social learning which takes various forms, based","56 KB (7,289 words) - 21:13, 28 February 2021",https://en.wikipedia.org/wiki/Observational_learning
1293,Neural tangent kernel,"(2018). ""A convergence theory for deep learning via overparameterization"". International Conference on Machine Learning. Du, Simon S; Zhai, Xiyu; Poczos, Barnabas;","19 KB (2,994 words) - 01:20, 24 December 2020",https://en.wikipedia.org/wiki/Neural_tangent_kernel
1294,John Langford (computer scientist),"Langford (born January 2, 1975) is a computer scientist working in machine learning and learning theory, a field that he says ""is shifting from an academic discipline","3 KB (270 words) - 05:17, 21 April 2021",https://en.wikipedia.org/wiki/John_Langford_(computer_scientist)
1295,Unity Technologies,"artificial intelligence. The Unity platform is used to help machines through reinforced learning. According to Fast Company, DeepMind uses Unity software","49 KB (4,003 words) - 15:39, 3 May 2021",https://en.wikipedia.org/wiki/Unity_Technologies
1296,One-class classification,"In machine learning, one-class classification (OCC), also known as unary classification or class-modelling, tries to identify objects of a specific class","17 KB (2,293 words) - 10:02, 31 December 2020",https://en.wikipedia.org/wiki/One-class_classification
1297,Chainer,"Furthermore, in 2017, it was listed by KDnuggets in top 10 open source machine learning Python projects. In December 2019, Preferred Networks announced the","9 KB (868 words) - 19:56, 13 February 2021",https://en.wikipedia.org/wiki/Chainer
1298,Hinge loss,"In machine learning, the hinge loss is a loss function used for training classifiers. The hinge loss is used for ""maximum-margin"" classification, most","8 KB (986 words) - 05:08, 5 March 2021",https://en.wikipedia.org/wiki/Hinge_loss
1299,Feature scaling,"step. Since the range of values of raw data varies widely, in some machine learning algorithms, objective functions will not work properly without normalization","6 KB (812 words) - 08:50, 21 January 2021",https://en.wikipedia.org/wiki/Feature_scaling
1300,Softmax function,"accurate term ""softargmax"", but the term ""softmax"" is conventional in machine learning. This section uses the term ""softargmax"" to emphasize this interpretation","25 KB (4,099 words) - 21:47, 21 April 2021",https://en.wikipedia.org/wiki/Softmax_function
1301,Siri,"engine was provided by Nuance Communications, and Siri uses advanced machine learning technologies to function. Its original American, British, and Australian","48 KB (4,982 words) - 14:19, 22 April 2021",https://en.wikipedia.org/wiki/Siri
1302,Matthews correlation coefficient,"Matthews correlation coefficient (MCC) or phi coefficient is used in machine learning as a measure of the quality of binary (two-class) classifications,","18 KB (2,920 words) - 10:41, 4 May 2021",https://en.wikipedia.org/wiki/Matthews_correlation_coefficient
1303,Robot learning,Robot learning is a research field at the intersection of machine learning and robotics. It studies techniques allowing a robot to acquire novel skills,"9 KB (990 words) - 03:51, 20 February 2021",https://en.wikipedia.org/wiki/Robot_learning
1304,Programming paradigm,"Inc., pp. 10201–10212, retrieved 2019-02-13 Innes, Mike (2018). ""On Machine Learning and Programming Languages"" (PDF). SysML Conference 2018. Archived from","21 KB (2,207 words) - 17:07, 13 March 2021",https://en.wikipedia.org/wiki/Programming_paradigm
1305,Feature hashing,"In machine learning, feature hashing, also known as the hashing trick (by analogy to the kernel trick), is a fast and space-efficient way of vectorizing","12 KB (1,473 words) - 20:21, 25 June 2020",https://en.wikipedia.org/wiki/Feature_hashing
1306,Caffe (software),"Caffe2 (April 18, 2017). ""Caffe2 Open Source Brings Cross Platform Machine Learning Tools to Developers"". Caffe2. ""Caffe2 Merges With PyTorch"". Medium","5 KB (319 words) - 02:09, 25 February 2021",https://en.wikipedia.org/wiki/Caffe_(software)
1307,Rule induction,Rule induction is an area of machine learning in which formal rules are extracted from a set of observations. The rules extracted may represent a full,"3 KB (330 words) - 15:37, 30 April 2021",https://en.wikipedia.org/wiki/Rule_induction
1308,Generative model,"refers to these three classes as generative learning, conditional learning, and discriminative learning, but Ng & Jordan (2002) only distinguish two","18 KB (2,404 words) - 22:24, 26 April 2021",https://en.wikipedia.org/wiki/Generative_model
1309,LogSumExp,"maximum – a smooth approximation to the maximum function, mainly used by machine learning algorithms. It is defined as the logarithm of the sum of the exponentials","6 KB (1,049 words) - 16:15, 3 May 2021",https://en.wikipedia.org/wiki/LogSumExp
1310,C4.5 algorithm,"the Weka machine learning software described the C4.5 algorithm as ""a landmark decision tree program that is probably the machine learning workhorse","6 KB (827 words) - 19:20, 20 April 2021",https://en.wikipedia.org/wiki/C4.5_algorithm
1311,Electroencephalography,is often used in combination with machine learning. EEG data are pre-processed to be passed on to machine learning algorithms. These algorithms are then,"124 KB (15,034 words) - 02:49, 24 April 2021",https://en.wikipedia.org/wiki/Electroencephalography
1312,Information gain in decision trees,"In information theory and machine learning, information gain is a synonym for Kullback–Leibler divergence; the amount of information gained about a random","9 KB (1,562 words) - 02:38, 7 December 2020",https://en.wikipedia.org/wiki/Information_gain_in_decision_trees
1313,Nonlinear dimensionality reduction,"high-dimensional data tend to have a very high time complexity. Many machine learning algorithms, for example, struggle with high-dimensional data. Reducing","49 KB (6,370 words) - 04:12, 8 April 2021",https://en.wikipedia.org/wiki/Nonlinear_dimensionality_reduction
1314,Kaggle,"subsidiary of Google LLC, is an online community of data scientists and machine learning practitioners. Kaggle allows users to find and publish data sets, explore","12 KB (1,087 words) - 13:43, 1 April 2021",https://en.wikipedia.org/wiki/Kaggle
1315,Toutiao,"platforms of content creation, aggregation and distribution underpinned by machine learning techniques, with 120 million daily active users as of September 2017","25 KB (2,400 words) - 02:38, 28 March 2021",https://en.wikipedia.org/wiki/Toutiao
1316,Anima Anandkumar,"Technology. She is a director of Machine Learning research at NVIDIA. Her research considers tensor-algebraic methods, deep learning and non-convex problems.","16 KB (1,492 words) - 14:51, 30 April 2021",https://en.wikipedia.org/wiki/Anima_Anandkumar
1317,State–action–reward–state–action,"(SARSA) is an algorithm for learning a Markov decision process policy, used in the reinforcement learning area of machine learning. It was proposed by Rummery","5 KB (679 words) - 00:47, 4 March 2021",https://en.wikipedia.org/wiki/State%E2%80%93action%E2%80%93reward%E2%80%93state%E2%80%93action
1318,Federated Learning of Cohorts,"Federated Learning of Cohorts (FLoC) is a type of web tracking through federated learning. It groups people into ""cohorts"" based on their browsing history","18 KB (1,761 words) - 22:11, 3 May 2021",https://en.wikipedia.org/wiki/Federated_Learning_of_Cohorts
1319,Decision tree pruning,Pruning is a data compression technique in machine learning and search algorithms that reduces the size of decision trees by removing sections of the tree,"7 KB (925 words) - 07:21, 20 April 2021",https://en.wikipedia.org/wiki/Decision_tree_pruning
1320,Sophos,"adds neural network-based machine learning to the team. ""Sophos to Acquire Invincea to Add Industry Leading Machine Learning to its Next Generation Endpoint","11 KB (938 words) - 14:09, 24 April 2021",https://en.wikipedia.org/wiki/Sophos
1321,Bias–variance tradeoff,"In statistics and machine learning, the bias–variance tradeoff is the property of a model that the variance of the parameter estimates across samples can","22 KB (3,032 words) - 00:24, 20 April 2021",https://en.wikipedia.org/wiki/Bias%E2%80%93variance_tradeoff
1322,Dependent and independent variables,"manipulated. In data mining tools (for multivariate statistics and machine learning), the dependent variable is assigned a role as target variable (or","17 KB (2,036 words) - 00:25, 15 April 2021",https://en.wikipedia.org/wiki/Dependent_and_independent_variables
1323,Glossary of artificial intelligence,"time, and may be used for automated planning. action model learning An area of machine learning concerned with creation and modification of software agent's","233 KB (25,558 words) - 02:13, 21 April 2021",https://en.wikipedia.org/wiki/Glossary_of_artificial_intelligence
1324,Linear predictor function,"In statistics and in machine learning, a linear predictor function is a linear function (linear combination) of a set of coefficients and explanatory variables","14 KB (2,216 words) - 14:09, 3 December 2020",https://en.wikipedia.org/wiki/Linear_predictor_function
1325,LightGBM,"for Light Gradient Boosting Machine, is a free and open source distributed gradient boosting framework for machine learning originally developed by Microsoft","9 KB (701 words) - 19:01, 12 April 2021",https://en.wikipedia.org/wiki/LightGBM
1326,Lasso (statistics),"In statistics and machine learning, lasso (least absolute shrinkage and selection operator; also Lasso or LASSO) is a regression analysis method that performs","44 KB (7,317 words) - 12:36, 22 April 2021",https://en.wikipedia.org/wiki/Lasso_(statistics)
1327,Intrusion detection system,"(detecting deviations from a model of ""good"" traffic, which often relies on machine learning). Another common variant is reputation-based detection (recognizing","43 KB (5,197 words) - 02:07, 2 May 2021",https://en.wikipedia.org/wiki/Intrusion_detection_system
